index,fips,county,state,ST,ave_temp,precip_ave,tot_ha,sand,silt,clay,yield_Mg,dSOC_MgC,dN2ON_kgN,iN2ON_kgN,kgCH4_ox,ghg_MgCO2e,yield_Mg_ha,dSOC_MgC_ha,dN2ON_kgN_ha,iN2ON_kgN_ha,kgCH4_ox_ha,ghg_MgCO2e_ha
757,20197,Wabaunsee,Kansas,KS,13.40198927,92.69613224,62409.51948,8.511773791,57.63459756,33.85362865,1390167.32,12803.46565,136168.3061,12685.88628,116576.5069,11797.68359,22.27492427,0.205152447,2.181851539,0.20326845,1.867928288,0.189036604
758,20199,Wallace,Kansas,KS,13.49925108,48.39163595,14524.75719,24.27508134,52.78703546,22.9378832,133105.4061,2809.014997,14557.24141,1019.627616,41182.75488,-4960.183696,9.164036577,0.193394971,1.002236473,0.070199288,2.835348939,-0.341498562
759,20201,Washington,Kansas,KS,12.85220862,81.94062174,34299.61568,16.66759123,56.40561216,26.92679661,684199.4212,8460.253018,50841.47444,6102.099663,75010.76594,-9391.07548,19.9477285,0.246657371,1.482275338,0.177905774,2.186927301,-0.273795356
760,20203,Wichita,Kansas,KS,14.11413275,48.37093555,4494.433396,23.32994958,55.99237939,20.67767103,40398.43688,911.7608724,4524.40213,294.9636563,12762.76637,-1691.590821,8.988549462,0.202864475,1.006667967,0.065628663,2.839683057,-0.376374655
761,20205,Wilson,Kansas,KS,14.66460216,100.075246,21117.20038,14.35780835,57.07547969,28.56671195,456895.5866,4089.514564,39722.54056,5004.698818,38808.46386,2551.037175,21.6361818,0.193657989,1.881051458,0.236996322,1.837765573,0.120803758
762,20207,Woodson,Kansas,KS,14.33323092,99.71941888,38733.58044,13.51257289,60.82868203,25.65874508,877372.6518,6270.608702,70655.67533,8937.62406,73943.12842,8091.866462,22.651473,0.161890758,1.824145213,0.230746137,1.909018675,0.208910882
763,20209,Wyandotte,Kansas,KS,13.31194491,98.57478618,4232.598139,13.18877129,60.23792148,26.57330723,95077.04446,129.2430272,8822.855787,1033.881394,8193.091069,3400.827329,22.46304547,0.030535152,2.084501173,0.244266373,1.935712014,0.803484578
764,21001,Adair,Kentucky,KY,14.19890186,125.7125373,21531.68638,21.72183036,59.03478232,19.24338732,467931.9497,-326.6428546,39068.98342,7598.051073,38546.57844,19547.04761,21.73224807,-0.015170333,1.814487854,0.352877658,1.790225706,0.907827063
765,21003,Allen,Kentucky,KY,14.85430283,126.7181713,15680.35405,17.41656437,64.07314577,18.51028986,346261.1445,106.9165893,24626.30741,5306.699546,29653.11366,11240.37519,22.08248254,0.006818506,1.570519858,0.338429829,1.891099752,0.716844476
766,21005,Anderson,Kentucky,KY,13.29941519,116.2752378,9582.552378,17.36762266,53.31133928,29.32103807,194796.8114,-114.1791688,21670.78072,3364.888979,17843.67146,10342.17302,20.32828037,-0.011915319,2.261483148,0.351147465,1.862100071,1.079271223
767,21007,Ballard,Kentucky,KY,15.14926728,115.9240278,7025.654498,6.073320649,79.36902768,14.55765168,145646.3799,864.3788772,13565.63287,2053.312518,13436.75858,2959.481848,20.73064936,0.123031794,1.930871049,0.292259251,1.912527663,0.421239309
768,21009,Barren,Kentucky,KY,14.4586553,128.3523091,16904.91184,20.8101821,58.04175669,21.14806121,372982.5913,-368.6286913,31492.05795,6233.326308,30075.57773,16215.27679,22.06356323,-0.021806011,1.862893947,0.368728708,1.779102903,0.959205049
769,21011,Bath,Kentucky,KY,13.32204842,113.6238535,12234.019,17.71918264,57.60802832,24.67278904,260278.4014,-218.3465862,31033.34949,4092.763764,20895.71331,14839.48124,21.27497116,-0.017847494,2.536643885,0.334539595,1.708000723,1.212968627
770,21013,Bell,Kentucky,KY,13.71349863,117.3023005,1108.154547,29.88955727,49.40385611,20.70658662,23259.51753,-34.19989547,1665.544685,413.7701238,1652.235082,944.7568874,20.98941668,-0.030862027,1.502989533,0.373386659,1.490978931,0.852549755
771,21015,Boone,Kentucky,KY,13.04625001,107.7414509,9092.539888,13.75266463,59.76051795,26.48681742,190139.5006,156.7501631,21728.35548,2783.708274,15881.99114,9186.3994,20.91159378,0.017239425,2.389690422,0.30615299,1.746705688,1.010322695
772,21017,Bourbon,Kentucky,KY,13.07601272,110.6216732,12262.5358,22.14986072,56.72976773,21.12037155,260698.8146,-250.0877219,25762.43342,4042.678351,21853.99728,12713.58661,21.25978011,-0.020394454,2.100905869,0.329677191,1.782176023,1.036782833
773,21021,Boyle,Kentucky,KY,13.59437332,120.0510813,5803.926573,21.78067409,54.69480058,23.52452533,125498.4594,-195.4201007,12294.07132,2052.792559,10278.58879,6401.452681,21.62302673,-0.033670326,2.118233435,0.353690305,1.770971541,1.102952045
774,21023,Bracken,Kentucky,KY,12.72028303,105.3915928,10182.65995,18.93177171,51.95110965,29.11711864,215324.8465,62.62069131,20663.87873,3169.638361,19736.90179,9140.849292,21.14622776,0.006149738,2.029320319,0.311278033,1.938285467,0.897687769
775,21027,Breckinridge,Kentucky,KY,14.05512758,120.7987052,30277.95998,13.88067245,66.98094984,19.13837771,649693.8968,2157.340062,59573.68057,9722.93858,54382.63264,19423.85977,21.45765095,0.07125117,1.967559261,0.321122645,1.796112839,0.641518114
776,21029,Bullitt,Kentucky,KY,13.8660297,117.7710292,11308.14863,16.0927877,64.21036422,19.69684808,245746.8831,16.35521679,26070.32174,3654.374731,20038.53206,11754.67689,21.73184056,0.001446321,2.305445621,0.323162955,1.772043569,1.0394873
777,21031,Butler,Kentucky,KY,14.57045715,127.1858278,14554.38836,21.72687101,57.34509073,20.92803826,316880.1871,332.3441329,25801.15012,4836.98665,27887.51034,10757.40867,21.77214042,0.022834634,1.772740254,0.33233871,1.916089474,0.73911788
778,21033,Caldwell,Kentucky,KY,14.80098049,119.2482848,15894.59552,9.438192018,70.47551249,20.08629549,330163.7404,1362.065426,30803.83884,5052.419633,31126.72674,9066.282838,20.77207564,0.08569362,1.938007093,0.317870287,1.958321412,0.57040035
779,21035,Calloway,Kentucky,KY,15.36095458,121.2069792,9396.746634,9.828217073,73.20664733,16.9651356,205871.035,1017.711042,17567.15875,2981.720264,18258.52879,4315.199842,21.90875661,0.108304617,1.869493712,0.317314107,1.943069182,0.459222751
780,21037,Campbell,Kentucky,KY,13.02857886,105.3060234,10782.24712,16.297297,52.68827774,31.01442526,220713.1858,-28.89367033,28634.78236,3345.223952,18309.37727,12907.87121,20.47005447,-0.002679745,2.655734195,0.310252948,1.698104029,1.197141104
781,21039,Carlisle,Kentucky,KY,15.14408207,116.7001146,4370.229059,11.05621569,76.92277339,12.02101092,78572.16005,1504.325247,6600.34901,1158.518157,7770.353444,-2499.151361,17.97895694,0.344221144,1.510298184,0.265093235,1.778019719,-0.571858209
782,21041,Carroll,Kentucky,KY,12.94885038,113.4612492,2242.564137,14.36255751,57.83009446,27.80734804,46681.27822,10.36764389,5387.381168,741.6938146,3973.591001,2402.551938,20.81602815,0.00462312,2.402330921,0.330734717,1.771896257,1.071341461
783,21045,Casey,Kentucky,KY,14.03714463,123.583208,12975.71036,24.74736012,56.56559778,18.68704209,281594.0337,-353.4289066,23490.85384,4691.369887,23987.87016,12356.80747,21.70162757,-0.027237731,1.810371316,0.361550139,1.848674908,0.952302967
784,21047,Christian,Kentucky,KY,14.90195931,121.8258567,15740.00132,11.99939958,66.60805285,21.39254757,343838.0693,784.1767719,31070.944,5046.329035,29935.73205,11325.7199,21.84485645,0.049820629,1.974011524,0.320605376,1.901888789,0.719550124
785,21049,Clark,Kentucky,KY,13.44638737,113.2352844,11835.71659,19.45031426,54.94381169,25.60587406,248753.1376,-233.0784392,26332.59256,3944.330482,20881.6203,12874.92569,21.01715902,-0.019692803,2.224841425,0.333256584,1.764288638,1.087802804
786,21051,Clay,Kentucky,KY,13.77102506,117.5065392,1658.220727,37.76456707,41.30704243,20.92839049,34747.41101,-50.28763382,2412.670503,587.5648404,3151.919081,1345.13136,20.95463556,-0.030326261,1.454975483,0.354334517,1.900783792,0.811189571
787,21053,Clinton,Kentucky,KY,14.4730021,123.0977627,6165.510787,25.28297061,52.9048558,21.81217359,135705.5906,-351.1372708,10808.03477,2146.286768,11474.93309,6358.735912,22.01043762,-0.056951854,1.752982865,0.348111753,1.861148815,1.031339678
788,21055,Crittenden,Kentucky,KY,14.65681132,116.945396,14945.31303,9.955701139,70.75360853,19.29069033,314402.0315,1597.767099,29542.73158,4434.099149,28805.06418,7485.177401,21.03683148,0.10690757,1.976722169,0.296688276,1.927364394,0.50083778
789,21057,Cumberland,Kentucky,KY,14.55186,124.4416271,6264.997706,29.50696603,49.96137639,20.53165758,137476.9739,-376.161644,11054.83825,2285.948287,11660.83002,6606.123718,21.9436591,-0.060041785,1.764539872,0.364876157,1.861266446,1.054449503
790,21059,Daviess,Kentucky,KY,14.30796328,118.7022664,15504.98775,11.17938775,69.34691164,19.47370061,332564.2214,4105.550064,27287.24772,4355.945204,28223.10597,-2658.784655,21.44885418,0.264788991,1.759901275,0.28093832,1.820259804,-0.171479313
791,21061,Edmonson,Kentucky,KY,14.51787728,128.166988,11418.97549,23.83870564,57.06337308,19.09792128,249340.0757,242.5366451,18997.99909,3860.813887,21881.58504,8015.764022,21.83559076,0.02123979,1.663721855,0.338105103,1.916247657,0.701968756
792,21063,Elliott,Kentucky,KY,13.19355775,105.9511856,4754.410296,31.90513685,48.83890232,19.25596083,98095.0385,264.8333809,6575.017241,1408.18106,9501.547754,2087.344015,20.63243019,0.055702677,1.382930128,0.296184169,1.998470297,0.43903321
793,21065,Estill,Kentucky,KY,13.60158348,114.5305322,2815.270675,19.66684442,60.74336759,19.58978799,60327.33537,7.301191759,5244.820243,927.0376734,5218.289193,2396.748441,21.4286093,0.002593424,1.86298969,0.329289003,1.853565712,0.851338545
794,21067,Fayette,Kentucky,KY,13.21148132,111.899392,7461.76576,7.103568968,70.43827354,22.45815749,164578.8249,343.5280882,17300.67368,2212.34119,12930.38366,6503.358084,22.05628402,0.046038444,2.318576358,0.296490303,1.732885228,0.871557523
795,21069,Fleming,Kentucky,KY,12.91334401,108.9913817,15611.2734,22.46507863,51.8454255,25.68949588,324129.2178,-417.1930833,35797.49199,5067.129922,28053.53582,17756.83771,20.76250986,-0.026723834,2.293053942,0.324581461,1.797004966,1.137436855
796,21073,Franklin,Kentucky,KY,13.13536045,113.9996248,9140.760973,14.99323274,56.67518042,28.33158683,187731.166,14.48849549,19770.552,3131.090698,17061.933,9004.127787,20.53780495,0.001585043,2.16290001,0.342541579,1.86657687,0.985052318
797,21075,Fulton,Kentucky,KY,15.63086969,118.2818725,1790.401535,14.4881598,69.58568642,15.92615378,37747.13433,453.822105,2987.633688,519.9656469,3400.239692,-297.6712444,21.08305517,0.253475042,1.668694776,0.290418455,1.899149227,-0.166259489
798,21077,Gallatin,Kentucky,KY,13.09612914,111.7126539,2431.633299,14.02398094,54.1719514,31.80406767,50727.94558,5.56522702,6456.07158,796.4919033,4335.657144,2877.767482,20.86167582,0.002288679,2.655035026,0.327554284,1.783022607,1.183470996
799,21079,Garrard,Kentucky,KY,13.64867424,115.930273,8370.088999,14.15153601,59.65469119,26.1937728,179132.726,128.240709,18768.41322,2736.662441,14880.42723,8066.963729,21.40153182,0.015321308,2.242319433,0.326957389,1.777809917,0.963784702
800,21081,Grant,Kentucky,KY,13.22083912,108.9206476,8920.828639,13.06302943,53.07296861,33.86400196,187815.4584,-47.6377816,22147.86268,2846.973717,16224.63428,10126.69389,21.05358885,-0.005340062,2.482713611,0.31913781,1.818736233,1.13517413
801,21083,Graves,Kentucky,KY,15.3191508,120.3376145,17749.38981,9.812300103,76.73219922,13.45550067,338438.6992,1930.203974,31622.51734,5702.201306,32830.0813,7548.280099,19.06762445,0.108747624,1.781611518,0.321261822,1.84964563,0.425269836
802,21085,Grayson,Kentucky,KY,14.21332488,125.6868625,26431.52869,13.19575708,66.7078582,20.09638472,570232.2642,1595.878725,53075.1206,8663.41136,46824.23078,18545.96191,21.5739419,0.060377844,2.008023116,0.327768078,1.771529424,0.701660586
803,21087,Green,Kentucky,KY,14.01074344,127.0651956,13221.73564,15.1569502,60.58973132,24.25331848,292903.5702,-352.1252712,25172.61229,4493.024875,23226.23155,12990.9662,22.1531861,-0.026632303,1.903881077,0.33982111,1.756670393,0.982546207
804,21089,Greenup,Kentucky,KY,13.26455883,101.8444892,1155.502015,24.66523423,56.45933554,18.87543022,24808.57018,26.2310329,2027.311392,329.2425221,2219.218497,822.88561,21.46994974,0.022700984,1.75448538,0.284934615,1.920566531,0.712145543
805,21091,Hancock,Kentucky,KY,14.02440021,117.943387,7269.4666,13.34345744,68.1562723,18.50027025,157540.1513,617.0860632,14019.48744,2269.056013,13495.30479,4142.72051,21.67148706,0.084887392,1.928544171,0.312135145,1.856436727,0.569879571
806,21093,Hardin,Kentucky,KY,14.07598905,123.8400588,21445.253,16.74527291,61.32768874,21.92703835,472697.4339,-105.1465134,43825.5233,7420.620889,39345.83492,20619.57526,22.04205443,-0.00490302,2.043600199,0.346026269,1.834710689,0.961498345
807,21097,Harrison,Kentucky,KY,13.03123985,108.322167,14466.77473,18.02499099,51.55491509,30.42009392,298752.1605,-345.7129517,30595.70186,4971.946487,25899.49815,15349.88324,20.65091674,-0.02389703,2.114894469,0.34368037,1.790274517,1.061043911
808,21099,Hart,Kentucky,KY,14.26286388,127.268827,15687.49387,26.2984185,54.2208282,19.4807533,346721.3217,-749.4369661,28656.59683,5778.413348,27580.57642,16310.51477,22.10176621,-0.047772893,1.82671605,0.368345218,1.758125081,1.039714495
809,21101,Henderson,Kentucky,KY,14.39155242,114.9468127,8881.223808,5.624090814,75.62473078,18.7511784,193982.9182,1274.492486,17611.20666,2546.571342,16544.69643,3259.492722,21.84191305,0.143504151,1.982970708,0.286736535,1.862884754,0.367009411
810,21103,Henry,Kentucky,KY,12.9826651,115.7690765,14586.7079,21.14454623,55.93605721,22.91939656,314360.3474,-473.8215537,31305.75923,4996.218027,25102.01262,16147.3432,21.55115119,-0.032483104,2.146184008,0.342518549,1.720882655,1.106990234
811,21105,Hickman,Kentucky,KY,15.50317816,119.0242104,4599.548828,10.55687183,77.53403029,11.90909788,84389.97523,1372.878367,6879.344766,1269.635044,8193.703851,-1866.955349,18.34744632,0.298481094,1.495656427,0.276034692,1.78141469,-0.405899669
812,21107,Hopkins,Kentucky,KY,14.65559235,120.7315283,17009.39121,11.74054157,66.93151162,21.32794681,367038.8944,1680.608011,30789.50996,5167.416576,32178.84628,7911.577485,21.57860265,0.098804713,1.810147675,0.303797856,1.891828218,0.465129962
813,21109,Jackson,Kentucky,KY,13.75732669,117.0973927,5290.064696,31.55267749,50.27326408,18.17405842,113797.4895,32.49814646,7422.068294,1778.230407,9167.931588,3454.706792,21.51154968,0.006143242,1.403020326,0.336145304,1.733047158,0.653055679
814,21111,Jefferson,Kentucky,KY,13.68179251,117.0381736,8530.061232,17.97072918,62.67427919,19.35499163,187952.037,27.36298317,19156.897,2743.031031,14794.76378,8603.37833,22.03407829,0.00320783,2.245810022,0.321572256,1.734426446,1.008595143
815,21113,Jessamine,Kentucky,KY,13.41202971,114.5765,6942.554338,19.16206187,58.25982649,22.57811164,148578.5537,-9.716769783,14083.06385,2387.472504,12483.53823,6543.463426,21.4011366,-0.001399596,2.028513306,0.343889639,1.798118909,0.942515263
816,21117,Kenton,Kentucky,KY,13.04978461,105.5320421,9482.394646,12.23040435,54.40992048,33.35967517,194282.7833,221.9457553,25354.33515,2753.778967,15374.5862,10458.91827,20.48878902,0.023406087,2.673832518,0.290409656,1.621382233,1.102982808
817,21121,Knox,Kentucky,KY,13.86576497,117.9857104,7964.77755,24.55017107,56.3944715,19.05535744,172187.3276,54.01373389,13124.58122,2644.823963,15071.29132,5945.582722,21.61859844,0.006781575,1.647827719,0.332065013,1.892242593,0.746484467
818,21123,Larue,Kentucky,KY,13.82923808,124.8642962,5938.76334,17.8134031,60.81592205,21.37067485,127274.7124,105.8346367,11957.37237,2070.915102,10588.40698,5156.325761,21.43118106,0.017820989,2.013444834,0.348711505,1.78293129,0.868249072
819,21125,Laurel,Kentucky,KY,13.76528533,117.5580017,22492.27002,26.20536033,55.18639034,18.60824933,481470.0032,136.2162969,37424.26802,7332.491947,41567.38896,16971.19191,21.40602094,0.006056138,1.663872432,0.32600053,1.848074424,0.75453442
820,21135,Lewis,Kentucky,KY,12.90048362,105.4298427,4005.439472,24.32340368,56.44247939,19.23411693,82352.65866,202.5190749,7652.31462,1212.262262,7158.337922,2748.233305,20.5602055,0.050561012,1.910480654,0.302653996,1.787154187,0.686125286
821,21137,Lincoln,Kentucky,KY,13.68479035,119.6869625,8348.19233,14.23021354,63.37902715,22.39075931,179082.88,234.0507224,18056.48737,2611.804015,14086.64838,7353.105877,21.45169552,0.028036096,2.162921823,0.31285863,1.687389057,0.880802165
822,21139,Livingston,Kentucky,KY,14.81920809,115.000345,14457.12232,10.09542986,72.55531503,17.34925511,294861.1122,1622.330692,26786.61077,4365.081065,28145.25137,6237.421695,20.39556044,0.112216709,1.852831439,0.301932914,1.94680869,0.431442825
823,21141,Logan,Kentucky,KY,14.78523996,124.5949275,9384.856247,17.02257476,61.78598294,21.19144229,209213.5738,-58.97499891,19070.39715,3176.87625,17204.49939,8996.868066,22.29267751,-0.00628406,2.032039346,0.338510912,1.833219278,0.958658058
824,21143,Lyon,Kentucky,KY,14.96885571,117.8508495,6936.849206,8.608340272,69.15794193,22.23371779,152099.8022,447.481217,14071.21126,2114.985305,13776.37437,4713.681094,21.92635269,0.064507848,2.028472992,0.304891348,1.985969994,0.679513271
825,21145,McCracken,Kentucky,KY,15.0468433,115.892997,4115.050946,6.299895411,79.0638389,14.63626569,83390.51867,494.6621182,7857.574116,1220.763283,7896.294821,1746.13926,20.26475972,0.120208018,1.909471892,0.296658121,1.918881425,0.424329925
826,21149,McLean,Kentucky,KY,14.44907431,119.3356386,4335.853485,10.34796665,73.00120572,16.65082763,91170.04506,1005.171901,7635.010373,1232.167437,8003.697343,-215.3203467,21.02701241,0.231827921,1.760901377,0.284181059,1.845933533,-0.04966043
827,21151,Madison,Kentucky,KY,13.59553713,114.5911412,18507.85044,21.42332591,54.65665696,23.92001713,387310.1325,-512.4571274,37248.0081,6418.32962,33859.32661,19109.80452,20.92680259,-0.027688636,2.01255182,0.346789577,1.829457544,1.032524257
828,21155,Marion,Kentucky,KY,13.70096448,123.1587355,10161.91547,14.89021844,58.03941663,27.07036493,214948.4205,398.1303776,24446.19304,3290.939837,16832.58205,9618.088122,21.15235274,0.039178674,2.405667821,0.323850346,1.656437913,0.946483776
829,21157,Marshall,Kentucky,KY,15.17300724,118.0206907,11661.56347,9.344785995,73.20981105,17.44540295,253489.7898,1459.898948,22427.81225,3532.185785,22782.68727,4821.205179,21.73720449,0.125188955,1.923225158,0.302891271,1.953656329,0.413426998
830,21161,Mason,Kentucky,KY,12.80753562,107.485578,12493.986,20.55692908,55.65142088,23.79165005,258341.3679,291.0791702,24920.46499,3943.503296,22439.57543,10322.48466,20.67725768,0.023297543,1.99459684,0.315632121,1.796030141,0.826196272
831,21163,Meade,Kentucky,KY,13.94293127,118.2419719,16981.08452,10.89787262,66.25763509,22.84449229,374738.5747,165.4642944,34247.3427,5636.126233,27687.69448,15223.69426,22.06800009,0.009744036,2.016793607,0.331906141,1.63050213,0.896508951
832,21165,Menifee,Kentucky,KY,13.5179367,115.8291206,2235.43045,23.16625582,55.83597291,20.99777127,47558.84126,3.638313868,4075.713708,747.2229625,4006.698702,1882.479466,21.27502614,0.001627567,1.823234406,0.33426357,1.792361155,0.842110505
833,21167,Mercer,Kentucky,KY,13.42417532,117.4018212,11038.09252,19.00457466,52.66151291,28.33391243,232650.6871,-95.91259636,23955.97258,3827.66829,20246.02352,11352.07714,21.07707348,-0.008689236,2.170300035,0.346768999,1.834195853,1.028445551
834,21169,Metcalfe,Kentucky,KY,14.4633974,127.3182155,11175.75706,20.48783743,59.89316901,19.61899356,244756.8366,-240.3300213,19054.34361,4120.096963,19375.39845,9986.59817,21.90069408,-0.021504585,1.704971172,0.368663791,1.733698965,0.89359478
835,21171,Monroe,Kentucky,KY,14.64655182,127.5894426,14103.20819,26.16527616,54.15552904,19.6791948,313929.031,-574.1161922,23741.70979,5114.251368,25901.9537,13392.33029,22.25940558,-0.040708198,1.683426173,0.362630353,1.83660011,0.949594597
836,21173,Montgomery,Kentucky,KY,13.33184257,113.1545347,11115.22547,21.70413974,56.52657988,21.76928038,234300.4725,-19.03118863,22074.52019,3714.416049,20545.67192,10231.50687,21.07923705,-0.001712173,1.985971427,0.334173703,1.848426015,0.920494767
837,21175,Morgan,Kentucky,KY,13.54441001,109.2829882,4386.521004,35.08561337,46.45771734,18.45666929,93819.48745,-162.0512952,7110.392165,1457.245157,7987.742514,3937.188102,21.38813136,-0.036943011,1.620963893,0.332209775,1.820974414,0.897565086
838,21177,Muhlenberg,Kentucky,KY,14.56448484,124.2746008,19597.15551,13.58046232,67.49284298,18.9266947,430026.166,940.8009885,38369.70658,6362.240189,36833.74433,14145.35821,21.94329508,0.048007018,1.957922238,0.324651207,1.879545443,0.721806703
839,21179,Nelson,Kentucky,KY,13.74304751,119.5411295,13463.48878,17.36918467,58.78302276,23.84779256,289495.5766,-146.9637592,30424.07603,4498.686302,23835.60324,14410.94968,21.50227043,-0.010915726,2.259746826,0.334139715,1.770388317,1.070372615
840,21181,Nicholas,Kentucky,KY,13.04290714,110.0451038,10150.64186,15.67769157,53.17897965,31.14332879,210444.9926,-81.80305686,21461.54516,3370.239776,19003.38525,10106.187,20.73218577,-0.008058905,2.114304245,0.332022332,1.872136316,0.995620488
841,21183,Ohio,Kentucky,KY,14.3861506,123.3245816,26231.73106,15.45453397,63.40508296,21.14038306,579305.4033,1623.945392,47075.08557,8474.176819,48256.54566,15826.15744,22.08414694,0.061907672,1.794585552,0.323050614,1.839624901,0.603321123
842,21185,Oldham,Kentucky,KY,13.2463512,117.051277,14907.52593,15.55744044,63.37995832,21.06260124,325183.8249,-42.74941829,34241.58193,4759.713546,25736.34904,15673.95192,21.81339992,-0.00286764,2.296932576,0.319282594,1.726399751,1.051412018
843,21187,Owen,Kentucky,KY,13.11201697,111.5146091,8838.682716,13.68271226,50.45012797,35.86715977,178457.7687,69.44632078,23476.87503,2978.875581,15977.23094,10312.86029,20.19053907,0.007857089,2.656150898,0.337027097,1.80764843,1.166787022
844,21191,Pendleton,Kentucky,KY,13.14294958,106.8876808,12904.11747,14.44275019,51.02831607,34.52893373,263103.527,253.3726402,32437.71557,4088.241386,23281.63348,13627.08463,20.38911438,0.019635023,2.513749248,0.316816814,1.804201918,1.056026084
845,21197,Powell,Kentucky,KY,13.55,114.5373443,2215.482657,22.90312116,58.87592481,18.22095403,47282.90234,10.6894068,3715.283889,713.3440633,4036.313566,1691.64679,21.34203226,0.004824866,1.676963653,0.321981335,1.821866469,0.763556774
846,21199,Pulaski,Kentucky,KY,14.00813739,120.4651109,13604.00095,22.90609386,55.91957644,21.17432969,296445.0544,-438.0545602,25298.93777,4673.057488,24572.39496,13395.67371,21.79101983,-0.032200421,1.859668922,0.343506113,1.806262367,0.984686326
847,21201,Robertson,Kentucky,KY,12.94778091,107.8837471,4583.379302,20.60943689,48.63745125,30.75311185,96998.0043,129.9549289,8505.422096,1449.605501,9032.317515,3415.643109,21.16298868,0.028353518,1.855709845,0.316274392,1.970667693,0.74522375
848,21203,Rockcastle,Kentucky,KY,13.65952704,118.497127,6669.709771,22.66257829,58.41897155,18.91845016,141034.5497,-18.64741013,12039.04698,2280.352155,11711.42454,5702.193133,21.14553025,-0.002795835,1.805033111,0.341896759,1.755912168,0.85493872
849,21205,Rowan,Kentucky,KY,13.17035939,108.877455,567.695412,18.98566224,62.1020639,18.91227386,11748.92334,34.41768931,962.8951887,162.2383945,1034.00272,313.3814972,20.69582225,0.060627034,1.696147561,0.285784227,1.821404045,0.552024009
850,21207,Russell,Kentucky,KY,14.22222389,124.3150271,13520.7956,24.64781421,55.37247535,19.97971045,295257.0609,-11.45913711,23159.19346,4608.353257,25463.72276,10889.8385,21.83725497,-0.000847519,1.712857301,0.340834474,1.883300622,0.805414032
851,21209,Scott,Kentucky,KY,13.10242578,110.4683126,8700.098803,17.68841799,53.57403146,28.73755054,182136.9744,-148.8311063,19484.09878,2891.035722,15913.70387,9415.482455,20.93504666,-0.017106829,2.23952615,0.332299183,1.829140591,1.082227072
852,21211,Shelby,Kentucky,KY,13.33906773,116.95501,26371.03062,18.71294728,58.44861943,22.83843329,578676.2388,-712.2737226,57864.12087,8656.376944,46357.92726,29007.16281,21.9436338,-0.027009704,2.194230544,0.328253267,1.757911093,1.099963184
853,21213,Simpson,Kentucky,KY,14.80525869,123.6594212,9917.26155,17.54670225,62.03095667,20.42234108,219143.7143,-36.76897908,17430.5844,3396.518186,19165.16681,8269.326441,22.09720024,-0.003707574,1.757600555,0.34248549,1.932505935,0.833831638
854,21215,Spencer,Kentucky,KY,13.61651036,118.0262711,14362.21882,20.55571531,54.4667952,24.97748948,309706.8064,-493.314389,35767.85742,4845.828271,24985.23849,18017.18726,21.56399441,-0.034348062,2.490413067,0.337401089,1.739650314,1.254484943
855,21217,Taylor,Kentucky,KY,13.88854533,127.3175715,13381.1738,17.38014527,60.4030911,22.21676363,293814.2485,-100.9182906,24370.80772,4569.990839,24419.54567,11735.33468,21.95728513,-0.007541812,1.821275778,0.341523913,1.824918055,0.877003382
856,21219,Todd,Kentucky,KY,14.85792501,123.6199612,9885.430488,14.26688704,64.46934202,21.26377094,216198.3875,166.3263243,19328.04131,3350.518923,18851.22525,8304.806082,21.87040693,0.0168254,1.955204818,0.338935055,1.906970594,0.840105658
857,21221,Trigg,Kentucky,KY,15.01037855,121.1994475,15260.09459,7.964523487,71.75927487,20.27620164,340310.3677,879.1765837,30026.55102,4770.750933,29894.6068,10429.2253,22.30067224,0.057612787,1.967651698,0.312629185,1.959005341,0.683431236
858,21223,Trimble,Kentucky,KY,12.91341888,116.2986618,9026.863589,13.57788677,62.6448984,23.77721483,188847.5335,656.2661421,18990.07027,2940.097313,15735.43311,6285.292011,20.92061452,0.072701458,2.103728508,0.3257053,1.743178343,0.69628747
859,21225,Union,Kentucky,KY,14.57081344,115.3055088,8626.245702,7.274864883,72.96215563,19.76297949,197384.0764,2363.238777,16821.59384,2354.579264,16408.21461,-1134.600041,22.88180551,0.273959131,1.950048077,0.272955275,1.902126971,-0.131528834
860,21227,Warren,Kentucky,KY,14.70507291,126.7626223,23768.03834,12.34701398,68.09665023,19.55633579,525447.9092,249.9052894,46368.50013,8087.626193,42656.58689,20562.39882,22.10733178,0.010514342,1.950876192,0.340273189,1.794703723,0.865128141
861,21229,Washington,Kentucky,KY,13.59746253,121.1540742,12376.75606,16.52930926,52.82279436,30.64789638,256058.4722,464.6484132,28433.78405,4213.918964,21833.19336,11278.82871,20.68865792,0.037542019,2.297353516,0.34047039,1.764048128,0.911291186
862,21231,Wayne,Kentucky,KY,14.30406956,121.5510018,9879.44866,27.50525397,51.79364843,20.7010976,215405.8949,-579.2088542,17563.2846,3581.616301,17948.61447,10423.23428,21.80343279,-0.05862765,1.77775959,0.362532002,1.816762765,1.055042102
863,21233,Webster,Kentucky,KY,14.53554404,117.7122577,8978.146379,8.689757926,70.23533858,21.07490349,195889.8102,971.8425158,19391.89001,2586.436604,16267.79203,5134.146536,21.81851375,0.108245341,2.159899069,0.288081358,1.811932146,0.571849279
864,21235,Whitley,Kentucky,KY,14.04969038,117.5239541,16369.75979,25.33625174,55.70504053,18.95870773,352530.7924,-63.08617049,27054.28107,5498.343566,30431.70913,12932.1351,21.53548964,-0.003853824,1.652698721,0.335884194,1.859019895,0.790001519
