"","fips","simyear","stover_removal","grainyield_bu_ac"
"169",17005,2036,"G",37.5244966442953
"170",17005,2036,"G25S",37.5403355704698
"171",17005,2036,"G50S",37.5442953020134
"172",17005,2036,"G75S",37.548255033557
"173",17005,2038,"G",61.0338255033557
"174",17005,2038,"G25S",60.9687919463087
"175",17005,2038,"G50S",60.8110067114094
"176",17005,2038,"G75S",60.5604697986577
"177",17005,2040,"G",40.4495973154362
"178",17005,2040,"G25S",40.3391275167785
"179",17005,2040,"G50S",40.1734228187919
"180",17005,2040,"G75S",39.9702013422819
"181",17007,2012,"G",63.2659966442953
"182",17007,2012,"G25S",63.4387281879195
"183",17007,2012,"G50S",63.5909429530201
"184",17007,2012,"G75S",63.7449731543624
"185",17007,2014,"G",55.8040402684564
"186",17007,2014,"G25S",55.9622919463087
"187",17007,2014,"G50S",56.0655100671141
"188",17007,2014,"G75S",56.1920234899329
"189",17007,2016,"G",61.3457348993289
"190",17007,2016,"G25S",61.4979496644295
"191",17007,2016,"G50S",61.5942785234899
"192",17007,2016,"G75S",61.7181241610738
"193",17007,2018,"G",39.3426275167785
"194",17007,2018,"G25S",39.3691812080537
"195",17007,2018,"G50S",39.4403993288591
"196",17007,2018,"G75S",39.5264697986577
"197",17007,2020,"G",64.9078288590604
"198",17007,2020,"G25S",65.0101946308725
"199",17007,2020,"G50S",65.1125604026846
"200",17007,2020,"G75S",65.1641140939597
"201",17007,2022,"G",57.8820033557047
"202",17007,2022,"G25S",57.9369261744966
"203",17007,2022,"G50S",58.015144295302
"204",17007,2022,"G75S",58.0718825503356
"205",17007,2024,"G",67.2191845637584
"206",17007,2024,"G25S",67.3430302013423
"207",17007,2024,"G50S",67.4831711409396
"208",17007,2024,"G75S",67.6629026845638
"209",17007,2026,"G",61.3673959731544
"210",17007,2026,"G25S",61.5936073825503
"211",17007,2026,"G50S",61.8128187919463
"212",17007,2026,"G75S",62.0096979865772
"213",17007,2028,"G",66.7756174496644
"214",17007,2028,"G25S",66.9105738255034
"215",17007,2028,"G50S",67.0394932885906
"216",17007,2028,"G75S",67.1623758389262
"217",17007,2030,"G",58.3198288590604
"218",17007,2030,"G25S",58.4590067114094
"219",17007,2030,"G50S",58.6102583892617
"220",17007,2030,"G75S",58.7871006711409
"221",17007,2032,"G",59.0433456375839
"222",17007,2032,"G25S",59.1354530201342
"223",17007,2032,"G50S",59.1861543624161
"224",17007,2032,"G75S",59.2420402684564
"225",17007,2034,"G",64.4203422818792
"226",17007,2034,"G25S",64.5199295302014
"227",17007,2034,"G50S",64.6358120805369
"228",17007,2034,"G75S",64.7637684563758
"229",17007,2036,"G",57.2158154362416
"230",17007,2036,"G25S",57.3610302013423
"231",17007,2036,"G50S",57.5010604026846
"232",17007,2036,"G75S",57.6350536912752
"233",17007,2038,"G",67.1152248322148
"234",17007,2038,"G25S",67.2217013422819
"235",17007,2038,"G50S",67.3145503355705
"236",17007,2038,"G75S",67.3599563758389
"237",17007,2040,"G",61.427432885906
"238",17007,2040,"G25S",61.5065033557047
"239",17007,2040,"G50S",61.5459832214765
"240",17007,2040,"G75S",61.6017583892617
"241",17009,2012,"G",65.910644295302
"242",17009,2012,"G25S",66.0633724832215
"243",17009,2012,"G50S",66.2448322147651
"244",17009,2012,"G75S",66.4207953020134
"245",17009,2014,"G",57.7501510067114
"246",17009,2014,"G25S",57.7870771812081
"247",17009,2014,"G50S",57.7959463087248
"248",17009,2014,"G75S",57.803466442953
"249",17009,2016,"G",60.0159865771812
"250",17009,2016,"G25S",60.0618825503356
"251",17009,2016,"G50S",60.1084530201342
"252",17009,2016,"G75S",60.183755033557
"253",17009,2018,"G",26.8291610738255
"254",17009,2018,"G25S",26.8326342281879
"255",17009,2018,"G50S",26.8039026845638
"256",17009,2018,"G75S",26.8367818791946
"257",17009,2020,"G",60.2831677852349
"258",17009,2020,"G25S",60.3249161073825
"259",17009,2020,"G50S",60.2797953020134
"260",17009,2020,"G75S",60.259932885906
"261",17009,2022,"G",68.2260201342282
"262",17009,2022,"G25S",68.3438456375839
"263",17009,2022,"G50S",68.4419093959732
"264",17009,2022,"G75S",68.5419966442953
"265",17009,2024,"G",58.5464697986577
"266",17009,2024,"G25S",58.6265939597315
"267",17009,2024,"G50S",58.6998724832215
"268",17009,2024,"G75S",58.7731510067114
"269",17009,2026,"G",58.9735973154362
"270",17009,2026,"G25S",59.0373322147651
"271",17009,2026,"G50S",59.0675134228188
"272",17009,2026,"G75S",59.1174563758389
"273",17009,2028,"G",56.1717785234899
"274",17009,2028,"G25S",56.1786241610738
"275",17009,2028,"G50S",56.1567382550336
"276",17009,2028,"G75S",56.1348523489933
"277",17009,2030,"G",57.0918926174497
"278",17009,2030,"G25S",57.097389261745
"279",17009,2030,"G50S",57.107033557047
"280",17009,2030,"G75S",57.1187013422819
"281",17009,2032,"G",48.889177852349
"282",17009,2032,"G25S",48.8918758389262
"283",17009,2032,"G50S",48.863144295302
"284",17009,2032,"G75S",48.858322147651
"285",17009,2034,"G",70.0235536912752
"286",17009,2034,"G25S",70.0483389261745
"287",17009,2034,"G50S",70.0991577181208
"288",17009,2034,"G75S",70.1478523489933
"289",17009,2036,"G",49.6427718120805
"290",17009,2036,"G25S",49.6791241610738
"291",17009,2036,"G50S",49.6880939597315
"292",17009,2036,"G75S",49.727144295302
"293",17009,2038,"G",73.1572651006711
"294",17009,2038,"G25S",73.1353791946309
"295",17009,2038,"G50S",73.1162919463087
"296",17009,2038,"G75S",73.0895838926175
"297",17009,2040,"G",53.2819127516779
"298",17009,2040,"G25S",53.2997516778523
"299",17009,2040,"G50S",53.2916577181208
"300",17009,2040,"G75S",53.3074731543624
"301",17011,2012,"G",59.0238926174497
"302",17011,2012,"G25S",59.4433288590604
"303",17011,2012,"G50S",59.9175838926174
"304",17011,2012,"G75S",60.2922416107383
"305",17011,2014,"G",57.3093691275168
"306",17011,2014,"G25S",57.6182013422819
"307",17011,2014,"G50S",57.8933691275168
"308",17011,2014,"G75S",58.2003758389262
"309",17011,2016,"G",52.9512483221477
"310",17011,2016,"G25S",53.3454496644295
"311",17011,2016,"G50S",53.663677852349
"312",17011,2016,"G75S",54.0035973154362
"313",17011,2018,"G",23.2796241610738
"314",17011,2018,"G25S",23.2908456375839
"315",17011,2018,"G50S",23.3244026845638
"316",17011,2018,"G75S",23.3462013422819
"317",17011,2020,"G",62.0751140939597
"318",17011,2020,"G25S",62.2060134228188
"319",17011,2020,"G50S",62.3469530201342
"320",17011,2020,"G75S",62.4420402684564
"321",17011,2022,"G",69.1498523489933
"322",17011,2022,"G25S",69.337288590604
"323",17011,2022,"G50S",69.5790067114094
"324",17011,2022,"G75S",69.8200805369128
"325",17011,2024,"G",62.5191409395973
"326",17011,2024,"G25S",62.7949530201342
"327",17011,2024,"G50S",63.0488590604027
"328",17011,2024,"G75S",63.3352483221476
"329",17011,2026,"G",61.3536644295302
"330",17011,2026,"G25S",61.9800805369127
"331",17011,2026,"G50S",62.6053154362416
"332",17011,2026,"G75S",63.3083489932886
"333",17011,2028,"G",59.7462013422819
"334",17011,2028,"G25S",60.0638926174497
"335",17011,2028,"G50S",60.304966442953
"336",17011,2028,"G75S",60.5465771812081
"337",17011,2030,"G",46.6365100671141
"338",17011,2030,"G25S",46.8775838926175
"339",17011,2030,"G50S",47.0968590604027
"340",17011,2030,"G75S",47.3815302013423
"341",17011,2032,"G",52.3786845637584
"342",17011,2032,"G25S",52.6196510067114
"343",17011,2032,"G50S",52.7952214765101
"344",17011,2032,"G75S",52.9166174496644
"345",17011,2034,"G",72.0381208053691
"346",17011,2034,"G25S",72.367033557047
"347",17011,2034,"G50S",72.5645100671141
"348",17011,2034,"G75S",72.8379597315436
"349",17011,2036,"G",55.7567248322148
"350",17011,2036,"G25S",55.9653154362416
"351",17011,2036,"G50S",56.1403489932886
"352",17011,2036,"G75S",56.3053422818792
"353",17011,2038,"G",63.3442147651007
"354",17011,2038,"G25S",63.7480268456376
"355",17011,2038,"G50S",64.0533154362416
"356",17011,2038,"G75S",64.3267651006711
"357",17011,2040,"G",53.2680805369127
"358",17011,2040,"G25S",53.4745234899329
"359",17011,2040,"G50S",53.6266845637584
"360",17011,2040,"G75S",53.7895302013423
"361",17013,2012,"G",57.415110738255
"362",17013,2012,"G25S",57.7215872483221
"363",17013,2012,"G50S",57.9969731543624
"364",17013,2012,"G75S",58.2394832214765
"365",17013,2014,"G",32.5013456375839
"366",17013,2014,"G25S",32.5373691275168
"367",17013,2014,"G50S",32.5400469798658
"368",17013,2014,"G75S",32.5769630872483
"369",17013,2016,"G",47.773432885906
"370",17013,2016,"G25S",47.8535134228188
"371",17013,2016,"G50S",47.9922046979866
"372",17013,2016,"G75S",48.0989127516779
"373",17013,2018,"G",39.0378288590604
"374",17013,2018,"G25S",39.0783154362416
"375",17013,2018,"G50S",39.1170167785235
"376",17013,2018,"G75S",39.1825570469799
"377",17013,2020,"G",48.9745570469799
"378",17013,2020,"G25S",48.9846342281879
"379",17013,2020,"G50S",49.0251208053691
"380",17013,2020,"G75S",49.0656073825503
"381",17013,2022,"G",55.6961610738255
"382",17013,2022,"G25S",55.7648489932886
"383",17013,2022,"G50S",55.8344295302013
"384",17013,2022,"G75S",55.9098355704698
"385",17013,2024,"G",42.7886073825503
"386",17013,2024,"G25S",42.8282013422819
"387",17013,2024,"G50S",42.8971006711409
"388",17013,2024,"G75S",42.9651073825503
"389",17013,2026,"G",60.2545771812081
"390",17013,2026,"G25S",60.3040369127517
"391",17013,2026,"G50S",60.4165704697986
"392",17013,2026,"G75S",60.5340369127517
"393",17013,2028,"G",49.3573322147651
"394",17013,2028,"G25S",49.3624765100671
"395",17013,2028,"G50S",49.3667281879195
"396",17013,2028,"G75S",49.3103724832215
"397",17013,2030,"G",51.5181744966443
"398",17013,2030,"G25S",51.4584597315436
"399",17013,2030,"G50S",51.4005302013423
"400",17013,2030,"G75S",51.3434932885906
"401",17013,2032,"G",39.8888288590604
"402",17013,2032,"G25S",39.8921879194631
"403",17013,2032,"G50S",39.8915067114094
"404",17013,2032,"G75S",39.8610973154362
"405",17013,2034,"G",62.6306543624161
"406",17013,2034,"G25S",62.6071744966443
"407",17013,2034,"G50S",62.6197181208054
"408",17013,2034,"G75S",62.6626711409396
"409",17013,2036,"G",41.0284060402685
"410",17013,2036,"G25S",41.0292986577181
"411",17013,2036,"G50S",41.0637483221477
"412",17013,2036,"G75S",41.0964127516779
"413",17013,2038,"G",61.8478724832215
"414",17013,2038,"G25S",61.8219261744966
"415",17013,2038,"G50S",61.8000201342282
"416",17013,2038,"G75S",61.8100973154362
"417",17013,2040,"G",41.6253053691275
"418",17013,2040,"G25S",41.6329161073826
"419",17013,2040,"G50S",41.6734026845638
"420",17013,2040,"G75S",41.7490201342282
"421",17015,2012,"G",64.4821946308725
"422",17015,2012,"G25S",64.9109127516778
"423",17015,2012,"G50S",65.3185134228188
"424",17015,2012,"G75S",65.7223523489933
"425",17015,2014,"G",60.8293926174497
"426",17015,2014,"G25S",61.1909966442953
"427",17015,2014,"G50S",61.4854865771812
"428",17015,2014,"G75S",61.7215402684564
"429",17015,2016,"G",60.8218691275168
"430",17015,2016,"G25S",61.1672718120805
"431",17015,2016,"G50S",61.4282046979866
"432",17015,2016,"G75S",61.6133456375839
"433",17015,2018,"G",32.327577181208
"434",17015,2018,"G25S",31.7064932885906
"435",17015,2018,"G50S",31.8120805369128
"436",17015,2018,"G75S",31.8456375838926
"437",17015,2020,"G",62.7123489932886
"438",17015,2020,"G25S",62.9397248322148
"439",17015,2020,"G50S",63.1546610738255
"440",17015,2020,"G75S",63.3186845637584
"441",17015,2022,"G",61.9775570469799
"442",17015,2022,"G25S",62.0906677852349
"443",17015,2022,"G50S",62.2633691275168
"444",17015,2022,"G75S",62.4571879194631
"445",17015,2024,"G",69.9791812080537
"446",17015,2024,"G25S",70.2736711409396
"447",17015,2024,"G50S",70.4836912751678
"448",17015,2024,"G75S",70.7235067114094
"449",17015,2026,"G",64.6314697986577
"450",17015,2026,"G25S",65.1906543624161
"451",17015,2026,"G50S",65.7287214765101
"452",17015,2026,"G75S",66.2965838926174
"453",17015,2028,"G",67.125677852349
"454",17015,2028,"G25S",67.4710805369128
"455",17015,2028,"G50S",67.7320134228188
"456",17015,2028,"G75S",67.942033557047
"457",17015,2030,"G",49.599067114094
"458",17015,2030,"G25S",49.9780268456376
"459",17015,2030,"G50S",50.3483087248322
"460",17015,2030,"G75S",50.8192617449664
"461",17015,2032,"G",60.3072281879195
"462",17015,2032,"G25S",60.6066342281879
"463",17015,2032,"G50S",60.7457785234899
"464",17015,2032,"G75S",60.8215704697987
"465",17015,2034,"G",71.2916677852349
"466",17015,2034,"G25S",71.674389261745
"467",17015,2034,"G50S",71.8930872483221
"468",17015,2034,"G75S",72.1453422818792
"469",17015,2036,"G",59.4995503355705
"470",17015,2036,"G25S",59.7393657718121
"471",17015,2036,"G50S",60.0760906040268
"472",17015,2036,"G75S",60.442610738255
"473",17015,2038,"G",68.0132080536913
"474",17015,2038,"G25S",68.4506040268456
"475",17015,2038,"G50S",68.8295637583893
"476",17015,2038,"G75S",69.1960838926175
"477",17015,2040,"G",57.6973020134228
"478",17015,2040,"G25S",57.9035604026846
"479",17015,2040,"G50S",58.0762617449664
"480",17015,2040,"G75S",58.2402852348993
"481",17017,2012,"G",65.303355704698
"482",17017,2012,"G25S",65.6489597315436
"483",17017,2012,"G50S",65.9692617449664
"484",17017,2012,"G75S",66.2552013422819
"485",17017,2014,"G",60.4492281879195
"486",17017,2014,"G25S",60.6427516778524
"487",17017,2014,"G50S",60.8354697986577
"488",17017,2014,"G75S",61.0402013422819
"489",17017,2016,"G",60.5938590604027
"490",17017,2016,"G25S",60.8387919463087
"491",17017,2016,"G50S",61.0323154362416
"492",17017,2016,"G75S",61.2258389261745
"493",17017,2018,"G",31.6677516778523
"494",17017,2018,"G25S",31.7821476510067
"495",17017,2018,"G50S",31.9201342281879
"496",17017,2018,"G75S",32.0995637583893
"497",17017,2020,"G",61.2305704697986
"498",17017,2020,"G25S",61.3226174496644
"499",17017,2020,"G50S",61.4064093959731
"500",17017,2020,"G75S",61.4910067114094
"501",17017,2022,"G",66.8678859060403
"502",17017,2022,"G25S",67.1243959731543
"503",17017,2022,"G50S",67.4389597315436
"504",17017,2022,"G75S",67.7763087248322
"505",17017,2024,"G",56.7068120805369
"506",17017,2024,"G25S",56.9927516778523
"507",17017,2024,"G50S",57.2190268456376
"508",17017,2024,"G75S",57.4593959731544
"509",17017,2026,"G",50.9325167785235
"510",17017,2026,"G25S",51.2076845637584
"511",17017,2026,"G50S",51.6125838926175
"512",17017,2026,"G75S",51.9627516778523
"513",17017,2028,"G",56.4260738255034
"514",17017,2028,"G25S",56.5785906040269
"515",17017,2028,"G50S",56.7679865771812
"516",17017,2028,"G75S",56.9188926174497
"517",17017,2030,"G",53.2343624161074
"518",17017,2030,"G25S",53.3218456375839
"519",17017,2030,"G50S",53.4068120805369
"520",17017,2030,"G75S",53.5726174496644
"521",17017,2032,"G",56.0148993288591
"522",17017,2032,"G25S",56.0932214765101
"523",17017,2032,"G50S",56.1707382550336
"524",17017,2032,"G75S",56.1968456375839
"525",17017,2034,"G",69.7995302013423
"526",17017,2034,"G25S",70.025
"527",17017,2034,"G50S",70.2691275167785
"528",17017,2034,"G75S",70.5360402684564
"529",17017,2036,"G",52.6310738255034
"530",17017,2036,"G25S",52.9845637583893
"531",17017,2036,"G50S",53.203389261745
"532",17017,2036,"G75S",53.4263422818792
"533",17017,2038,"G",73.4892617449664
"534",17017,2038,"G25S",73.5879530201342
"535",17017,2038,"G50S",73.6538926174497
"536",17017,2038,"G75S",73.7376845637584
"537",17017,2040,"G",56.9559731543624
"538",17017,2040,"G25S",57.1068791946309
"539",17017,2040,"G50S",57.228355704698
"540",17017,2040,"G75S",57.3457046979866
"541",17019,2012,"G",68.5844966442953
"542",17019,2012,"G25S",68.7094630872483
"543",17019,2012,"G50S",68.8410067114094
"544",17019,2012,"G75S",68.9365100671141
"545",17019,2014,"G",60.4701342281879
"546",17019,2014,"G25S",60.6757046979866
"547",17019,2014,"G50S",60.7990604026846
"548",17019,2014,"G75S",60.9089261744966
"549",17019,2016,"G",54.5264429530201
"550",17019,2016,"G25S",54.6363087248322
"551",17019,2016,"G50S",54.7412080536913
"552",17019,2016,"G75S",54.8601342281879
"553",17019,2018,"G",40.2193288590604
"554",17019,2018,"G25S",40.0944966442953
"555",17019,2018,"G50S",40.2271140939597
"556",17019,2018,"G75S",40.3011409395973
"557",17019,2020,"G",63.1624832214765
"558",17019,2020,"G25S",63.2178523489933
"559",17019,2020,"G50S",63.288322147651
"560",17019,2020,"G75S",63.3571812080537
"561",17019,2022,"G",72.8515436241611
"562",17019,2022,"G25S",72.9110067114094
"563",17019,2022,"G50S",72.9564429530201
"564",17019,2022,"G75S",73.0244295302013
"565",17019,2024,"G",63.7830201342282
"566",17019,2024,"G25S",63.8914765100671
"567",17019,2024,"G50S",64.0334899328859
"568",17019,2024,"G75S",64.1444295302013
"569",17019,2026,"G",61.8211409395973
"570",17019,2026,"G25S",61.9310067114094
"571",17019,2026,"G50S",62.0097986577181
"572",17019,2026,"G75S",62.1257046979866
"573",17019,2028,"G",64.2908053691275
"574",17019,2028,"G25S",64.3571812080537
"575",17019,2028,"G50S",64.3880536912752
"576",17019,2028,"G75S",64.4208724832215
"577",17019,2030,"G",53.821744966443
"578",17019,2030,"G25S",53.9142281879195
"579",17019,2030,"G50S",54.0031543624161
"580",17019,2030,"G75S",54.1140939597315
"581",17019,2032,"G",61.911744966443
"582",17019,2032,"G25S",61.9731543624161
"583",17019,2032,"G50S",62.0051006711409
"584",17019,2032,"G75S",62.0235570469799
"585",17019,2034,"G",77.1171140939597
"586",17019,2034,"G25S",77.2514765100671
"587",17019,2034,"G50S",77.3698657718121
"588",17019,2034,"G75S",77.5042281879195
"589",17019,2036,"G",71.3629530201342
"590",17019,2036,"G25S",71.4169127516779
"591",17019,2036,"G50S",71.4623489932886
"592",17019,2036,"G75S",71.5218120805369
"593",17019,2038,"G",74.8415436241611
"594",17019,2038,"G25S",74.8944295302013
"595",17019,2038,"G50S",74.9448322147651
"596",17019,2038,"G75S",74.9952348993289
"597",17019,2040,"G",58.4325503355705
"598",17019,2040,"G25S",58.4838255033557
"599",17019,2040,"G50S",58.5191275167785
"600",17019,2040,"G75S",58.5629530201342
"601",17021,2012,"G",65.3752046979866
"602",17021,2012,"G25S",65.4900704697987
"603",17021,2012,"G50S",65.6035167785235
"604",17021,2012,"G75S",65.680567114094
"605",17021,2014,"G",51.7052214765101
"606",17021,2014,"G25S",51.7529731543624
"607",17021,2014,"G50S",51.796466442953
"608",17021,2014,"G75S",51.8049832214765
"609",17021,2016,"G",56.6267516778524
"610",17021,2016,"G25S",56.6395268456376
"611",17021,2016,"G50S",56.6858590604027
"612",17021,2016,"G75S",56.7614899328859
"613",17021,2018,"G",41.3252483221477
"614",17021,2018,"G25S",41.3422818791946
"615",17021,2018,"G50S",41.3800973154362
"616",17021,2018,"G75S",41.3772583892617
"617",17021,2020,"G",58.5895838926175
"618",17021,2020,"G25S",58.5645436241611
"619",17021,2020,"G50S",58.5744798657718
"620",17021,2020,"G75S",58.5522785234899
"621",17021,2022,"G",63.9350906040268
"622",17021,2022,"G25S",63.9800033557047
"623",17021,2022,"G50S",64.0584731543624
"624",17021,2022,"G75S",64.0712483221476
"625",17021,2024,"G",53.1297214765101
"626",17021,2024,"G25S",53.1089395973154
"627",17021,2024,"G50S",53.1552718120805
"628",17021,2024,"G75S",53.1652080536913
"629",17021,2026,"G",57.8863053691275
"630",17021,2026,"G25S",57.9326375838926
"631",17021,2026,"G50S",57.9761308724832
"632",17021,2026,"G75S",58.0238825503356
"633",17021,2028,"G",61.0156275167785
"634",17021,2028,"G25S",61.0227248322148
"635",17021,2028,"G50S",60.9976845637584
"636",17021,2028,"G75S",60.9390872483221
"637",17021,2030,"G",59.0022046979866
"638",17021,2030,"G25S",59.0064630872483
"639",17021,2030,"G50S",58.9450268456376
"640",17021,2030,"G75S",58.9549630872483
"641",17021,2032,"G",53.3944295302013
"642",17021,2032,"G25S",53.4029463087248
"643",17021,2032,"G50S",53.4086241610738
"644",17021,2032,"G75S",53.4114630872483
"645",17021,2034,"G",69.5755134228188
"646",17021,2034,"G25S",69.5897080536913
"647",17021,2034,"G50S",69.6024832214765
"648",17021,2034,"G75S",69.6138389261745
"649",17021,2036,"G",55.4408993288591
"650",17021,2036,"G25S",55.4957483221477
"651",17021,2036,"G50S",55.5085234899329
