"","fips","simyear","stover_removal","grainyield_bu_ac"
"82",17003,2021,"G25S",108.44641991342
"83",17003,2021,"G50S",108.465922077922
"84",17003,2021,"G75S",108.450255411255
"85",17003,2023,"G",158.767346320346
"86",17003,2023,"G25S",158.779177489177
"87",17003,2023,"G50S",158.771056277056
"88",17003,2023,"G75S",158.880722943723
"89",17003,2025,"G",205.767904761905
"90",17003,2025,"G25S",205.440835497836
"91",17003,2025,"G50S",205.023476190476
"92",17003,2025,"G75S",204.511415584416
"93",17003,2027,"G",188.031406926407
"94",17003,2027,"G25S",187.979744588745
"95",17003,2027,"G50S",187.844761904762
"96",17003,2027,"G75S",187.502151515152
"97",17003,2029,"G",162.745619047619
"98",17003,2029,"G25S",162.808285714286
"99",17003,2029,"G50S",162.902285714286
"100",17003,2029,"G75S",162.902285714286
"101",17003,2031,"G",236.458458874459
"102",17003,2031,"G25S",236.642623376623
"103",17003,2031,"G50S",236.787458874459
"104",17003,2031,"G75S",236.791294372294
"105",17003,2033,"G",205.117285714286
"106",17003,2033,"G25S",204.889203463203
"107",17003,2033,"G50S",204.582337662338
"108",17003,2033,"G75S",204.271636363636
"109",17003,2035,"G",222.817108225108
"110",17003,2035,"G25S",222.891606060606
"111",17003,2035,"G50S",222.907272727273
"112",17003,2035,"G75S",222.898575757576
"113",17003,2037,"G",174.50574025974
"114",17003,2037,"G25S",174.623077922078
"115",17003,2037,"G50S",174.64258008658
"116",17003,2037,"G75S",174.697251082251
"117",17003,2039,"G",223.569528138528
"118",17003,2039,"G25S",223.309212121212
"119",17003,2039,"G50S",222.954194805195
"120",17003,2039,"G75S",222.466047619048
"121",17005,2011,"G",189.07316017316
"122",17005,2011,"G25S",189.07316017316
"123",17005,2011,"G50S",189.078268398268
"124",17005,2011,"G75S",189.07316017316
"125",17005,2013,"G",88.3267532467532
"126",17005,2013,"G25S",88.3420779220779
"127",17005,2013,"G50S",88.3522943722944
"128",17005,2013,"G75S",88.3522943722944
"129",17005,2015,"G",179.592121212121
"130",17005,2015,"G25S",179.525974025974
"131",17005,2015,"G50S",179.44961038961
"132",17005,2015,"G75S",179.340173160173
"133",17005,2017,"G",166.571255411255
"134",17005,2017,"G25S",166.579047619048
"135",17005,2017,"G50S",166.477402597403
"136",17005,2017,"G75S",166.464761904762
"137",17005,2019,"G",116.819134199134
"138",17005,2019,"G25S",116.829350649351
"139",17005,2019,"G50S",116.844675324675
"140",17005,2019,"G75S",116.849783549784
"141",17005,2021,"G",143.992640692641
"142",17005,2021,"G25S",143.987532467532
"143",17005,2021,"G50S",144.013073593074
"144",17005,2021,"G75S",144.013073593074
"145",17005,2023,"G",256.221991341991
"146",17005,2023,"G25S",255.674805194805
"147",17005,2023,"G50S",254.921385281385
"148",17005,2023,"G75S",253.640952380952
"149",17005,2025,"G",198.768311688312
"150",17005,2025,"G25S",198.654025974026
"151",17005,2025,"G50S",198.468484848485
"152",17005,2025,"G75S",198.125108225108
"153",17005,2027,"G",140.460346320346
"154",17005,2027,"G25S",140.465454545455
"155",17005,2027,"G50S",140.485887445887
"156",17005,2027,"G75S",140.511428571429
"157",17005,2029,"G",103.974632034632
"158",17005,2029,"G25S",103.97974025974
"159",17005,2029,"G50S",103.984848484848
"160",17005,2029,"G75S",103.995064935065
"161",17005,2031,"G",138.287272727273
"162",17005,2031,"G25S",138.009783549784
"163",17005,2031,"G50S",137.541385281385
"164",17005,2031,"G75S",136.866753246753
"165",17005,2033,"G",150.054632034632
"166",17005,2033,"G25S",149.00329004329
"167",17005,2033,"G50S",147.832294372294
"168",17005,2033,"G75S",146.472813852814
"169",17005,2035,"G",143.965281385281
"170",17005,2035,"G25S",143.929783549784
"171",17005,2035,"G50S",143.835670995671
"172",17005,2035,"G75S",143.611688311688
"173",17005,2037,"G",144.306493506493
"174",17005,2037,"G25S",144.227705627706
"175",17005,2037,"G50S",144.100519480519
"176",17005,2037,"G75S",143.930043290043
"177",17005,2039,"G",204.14
"178",17005,2039,"G25S",202.818701298701
"179",17005,2039,"G50S",201.31670995671
"180",17005,2039,"G75S",199.292813852814
"181",17007,2011,"G",193.406731601732
"182",17007,2011,"G25S",193.406731601732
"183",17007,2011,"G50S",193.406731601732
"184",17007,2011,"G75S",193.406731601732
"185",17007,2013,"G",196.101246753247
"186",17007,2013,"G25S",196.093458874459
"187",17007,2013,"G50S",196.093458874459
"188",17007,2013,"G75S",196.109034632035
"189",17007,2015,"G",252.072056277056
"190",17007,2015,"G25S",252.103207792208
"191",17007,2015,"G50S",252.142147186147
"192",17007,2015,"G75S",252.126571428571
"193",17007,2017,"G",208.905216450216
"194",17007,2017,"G25S",208.905216450216
"195",17007,2017,"G50S",208.897428571429
"196",17007,2017,"G75S",208.941813852814
"197",17007,2019,"G",249.907536796537
"198",17007,2019,"G25S",249.936346320346
"199",17007,2019,"G50S",249.944134199134
"200",17007,2019,"G75S",249.937445887446
"201",17007,2021,"G",128.700463203463
"202",17007,2021,"G25S",128.689571428571
"203",17007,2021,"G50S",128.733956709957
"204",17007,2021,"G75S",128.783787878788
"205",17007,2023,"G",251.651333333333
"206",17007,2023,"G25S",250.880935064935
"207",17007,2023,"G50S",249.996255411255
"208",17007,2023,"G75S",248.981718614719
"209",17007,2025,"G",228.774497835498
"210",17007,2025,"G25S",228.834458874459
"211",17007,2025,"G50S",228.871056277056
"212",17007,2025,"G75S",228.871056277056
"213",17007,2027,"G",200.39503030303
"214",17007,2027,"G25S",200.410606060606
"215",17007,2027,"G50S",200.388341991342
"216",17007,2027,"G75S",200.380554112554
"217",17007,2029,"G",167.460956709957
"218",17007,2029,"G25S",167.48432034632
"219",17007,2029,"G50S",167.520917748918
"220",17007,2029,"G75S",167.532909090909
"221",17007,2031,"G",226.063606060606
"222",17007,2031,"G25S",226.071393939394
"223",17007,2031,"G50S",226.092415584416
"224",17007,2031,"G75S",226.113437229437
"225",17007,2033,"G",191.327818181818
"226",17007,2033,"G25S",191.362073593074
"227",17007,2033,"G50S",191.398670995671
"228",17007,2033,"G75S",191.46641991342
"229",17007,2035,"G",137.015805194805
"230",17007,2035,"G25S",137.067978354978
"231",17007,2035,"G50S",137.114705627706
"232",17007,2035,"G75S",137.174666666667
"233",17007,2037,"G",234.793748917749
"234",17007,2037,"G25S",234.817112554113
"235",17007,2037,"G50S",234.861497835498
"236",17007,2037,"G75S",234.877073593074
"237",17007,2039,"G",238.480636363636
"238",17007,2039,"G25S",238.420532467532
"239",17007,2039,"G50S",238.360428571429
"240",17007,2039,"G75S",238.063493506494
"241",17009,2011,"G",234.435948051948
"242",17009,2011,"G25S",234.435948051948
"243",17009,2011,"G50S",234.435948051948
"244",17009,2011,"G75S",234.435948051948
"245",17009,2013,"G",89.5015454545455
"246",17009,2013,"G25S",89.5006753246753
"247",17009,2013,"G50S",89.5024155844156
"248",17009,2013,"G75S",89.5015454545455
"249",17009,2015,"G",262.145987012987
"250",17009,2015,"G25S",262.108051948052
"251",17009,2015,"G50S",262.070116883117
"252",17009,2015,"G75S",262.025961038961
"253",17009,2017,"G",162.694207792208
"254",17009,2017,"G25S",162.71361038961
"255",17009,2017,"G50S",162.726922077922
"256",17009,2017,"G75S",162.733012987013
"257",17009,2019,"G",161.42261038961
"258",17009,2019,"G25S",161.430571428571
"259",17009,2019,"G50S",161.443012987013
"260",17009,2019,"G75S",161.454584415584
"261",17009,2021,"G",167.18574025974
"262",17009,2021,"G25S",167.188350649351
"263",17009,2021,"G50S",167.196311688312
"264",17009,2021,"G75S",167.204272727273
"265",17009,2023,"G",290.481116883117
"266",17009,2023,"G25S",290.353
"267",17009,2023,"G50S",290.186948051948
"268",17009,2023,"G75S",289.978480519481
"269",17009,2025,"G",288.584116883117
"270",17009,2025,"G25S",288.585857142857
"271",17009,2025,"G50S",288.513467532468
"272",17009,2025,"G75S",288.441948051948
"273",17009,2027,"G",159.229350649351
"274",17009,2027,"G25S",159.233831168831
"275",17009,2027,"G50S",159.228480519481
"276",17009,2027,"G75S",159.233831168831
"277",17009,2029,"G",107.080896103896
"278",17009,2029,"G25S",107.080896103896
"279",17009,2029,"G50S",107.119701298701
"280",17009,2029,"G75S",107.119701298701
"281",17009,2031,"G",193.949363636364
"282",17009,2031,"G25S",193.949363636364
"283",17009,2031,"G50S",193.951103896104
"284",17009,2031,"G75S",193.952844155844
"285",17009,2033,"G",198.034753246753
"286",17009,2033,"G25S",198.041844155844
"287",17009,2033,"G50S",198.049805194805
"288",17009,2033,"G75S",198.054155844156
"289",17009,2035,"G",114.132207792208
"290",17009,2035,"G25S",114.132207792208
"291",17009,2035,"G50S",114.137558441558
"292",17009,2035,"G75S",114.138428571429
"293",17009,2037,"G",146.831103896104
"294",17009,2037,"G25S",146.842675324675
"295",17009,2037,"G50S",146.882350649351
"296",17009,2037,"G75S",146.896402597403
"297",17009,2039,"G",361.78412987013
"298",17009,2039,"G25S",361.487220779221
"299",17009,2039,"G50S",360.983714285714
"300",17009,2039,"G75S",360.119
"301",17011,2011,"G",271.492987012987
"302",17011,2011,"G25S",271.492987012987
"303",17011,2011,"G50S",271.492987012987
"304",17011,2011,"G75S",271.492987012987
"305",17011,2013,"G",157.321073593074
"306",17011,2013,"G25S",157.489800865801
"307",17011,2013,"G50S",157.743722943723
"308",17011,2013,"G75S",157.858701298701
"309",17011,2015,"G",267.56612987013
"310",17011,2015,"G25S",267.650493506493
"311",17011,2015,"G50S",267.664138528138
"312",17011,2015,"G75S",267.579774891775
"313",17011,2017,"G",146.071341991342
"314",17011,2017,"G25S",146.382337662338
"315",17011,2017,"G50S",146.664380952381
"316",17011,2017,"G75S",146.804987012987
"317",17011,2019,"G",174.182303030303
"318",17011,2019,"G25S",174.393627705628
"319",17011,2019,"G50S",174.717437229437
"320",17011,2019,"G75S",174.971359307359
"321",17011,2021,"G",116.760519480519
"322",17011,2021,"G25S",116.732398268398
"323",17011,2021,"G50S",116.66167965368
"324",17011,2021,"G75S",116.689800865801
"325",17011,2023,"G",302.866770562771
"326",17011,2023,"G25S",302.807619047619
"327",17011,2023,"G50S",302.732606060606
"328",17011,2023,"G75S",302.626701298701
"329",17011,2025,"G",247.997229437229
"330",17011,2025,"G25S",248.025350649351
"331",17011,2025,"G50S",248.110406926407
"332",17011,2025,"G75S",248.349852813853
"333",17011,2027,"G",240.294649350649
"334",17011,2027,"G25S",240.393489177489
"335",17011,2027,"G50S",240.492329004329
"336",17011,2027,"G75S",240.563047619048
"337",17011,2029,"G",119.621748917749
"338",17011,2029,"G25S",119.593627705628
"339",17011,2029,"G50S",119.537385281385
"340",17011,2029,"G75S",119.635393939394
"341",17011,2031,"G",231.634770562771
"342",17011,2031,"G25S",231.578528138528
"343",17011,2031,"G50S",231.719134199134
"344",17011,2031,"G75S",231.817974025974
"345",17011,2033,"G",180.992484848485
"346",17011,2033,"G25S",181.035774891775
"347",17011,2033,"G50S",181.078372294372
"348",17011,2033,"G75S",181.134614718615
"349",17011,2035,"G",137.684987012987
"350",17011,2035,"G25S",137.840069264069
"351",17011,2035,"G50S",138.079515151515
"352",17011,2035,"G75S",138.361558441558
"353",17011,2037,"G",278.3529004329
"354",17011,2037,"G25S",278.466216450216
"355",17011,2037,"G50S",278.620467532468
"356",17011,2037,"G75S",278.648588744589
"357",17011,2039,"G",323.549991341991
"358",17011,2039,"G25S",323.647307359307
"359",17011,2039,"G50S",323.572987012987
"360",17011,2039,"G75S",323.454683982684
"361",17013,2011,"G",203.12758008658
"362",17013,2011,"G25S",203.12758008658
"363",17013,2011,"G50S",203.12758008658
"364",17013,2011,"G75S",203.12758008658
"365",17013,2013,"G",108.20432034632
"366",17013,2013,"G25S",108.20432034632
"367",17013,2013,"G50S",108.205471861472
"368",17013,2013,"G75S",108.207774891775
"369",17013,2015,"G",219.307086580087
"370",17013,2015,"G25S",219.311692640693
"371",17013,2015,"G50S",219.270705627706
"372",17013,2015,"G75S",219.266372294372
"373",17013,2017,"G",215.413865800866
"374",17013,2017,"G25S",215.422805194805
"375",17013,2017,"G50S",215.435199134199
"376",17013,2017,"G75S",215.442108225108
"377",17013,2019,"G",161.472696969697
"378",17013,2019,"G25S",161.480484848485
"379",17013,2019,"G50S",161.483939393939
"380",17013,2019,"G75S",161.485090909091
"381",17013,2021,"G",183.896437229437
"382",17013,2021,"G25S",183.861813852814
"383",17013,2021,"G50S",183.858632034632
"384",17013,2021,"G75S",183.858632034632
"385",17013,2023,"G",269.206645021645
"386",17013,2023,"G25S",269.141731601732
"387",17013,2023,"G50S",269.114896103896
"388",17013,2023,"G75S",269.044770562771
"389",17013,2025,"G",241.132800865801
"390",17013,2025,"G25S",241.099601731602
"391",17013,2025,"G50S",241.067554112554
"392",17013,2025,"G75S",241.030021645022
"393",17013,2027,"G",132.935056277056
"394",17013,2027,"G25S",132.935056277056
"395",17013,2027,"G50S",132.935056277056
"396",17013,2027,"G75S",132.935056277056
"397",17013,2029,"G",139.345437229437
"398",17013,2029,"G25S",139.346588744589
"399",17013,2029,"G50S",139.345437229437
"400",17013,2029,"G75S",139.344285714286
"401",17013,2031,"G",191.097528138528
"402",17013,2031,"G25S",191.059995670996
"403",17013,2031,"G50S",191.066904761905
"404",17013,2031,"G75S",190.99387012987
"405",17013,2033,"G",186.064930735931
"406",17013,2033,"G25S",186.038095238095
"407",17013,2033,"G50S",186.059155844156
"408",17013,2033,"G75S",186.044168831169
"409",17013,2035,"G",143.889108225108
"410",17013,2035,"G25S",143.902108225108
"411",17013,2035,"G50S",143.913350649351
"412",17013,2035,"G75S",143.885363636364
"413",17013,2037,"G",172.110627705628
"414",17013,2037,"G25S",172.126203463203
"415",17013,2037,"G50S",172.147536796537
"416",17013,2037,"G75S",172.167718614719
"417",17013,2039,"G",306.641372294372
"418",17013,2039,"G25S",306.572125541126
"419",17013,2039,"G50S",306.504909090909
"420",17013,2039,"G75S",306.444329004329
"421",17015,2011,"G",279.08941991342
"422",17015,2011,"G25S",279.08941991342
"423",17015,2011,"G50S",279.08941991342
"424",17015,2011,"G75S",279.08941991342
"425",17015,2013,"G",173.787519480519
"426",17015,2013,"G25S",173.973363636364
"427",17015,2013,"G50S",173.989411255411
"428",17015,2013,"G75S",174.075991341991
"429",17015,2015,"G",280.984476190476
"430",17015,2015,"G25S",280.957233766234
"431",17015,2015,"G50S",280.957233766234
"432",17015,2015,"G75S",281.000523809524
"433",17015,2017,"G",235.601233766234
"434",17015,2017,"G25S",235.905753246753
"435",17015,2017,"G50S",236.090108225108
"436",17015,2017,"G75S",236.155787878788
"437",17015,2019,"G",258.029943722944
"438",17015,2019,"G25S",258.154961038961
"439",17015,2019,"G50S",258.279978354978
"440",17015,2019,"G75S",258.45948051948
"441",17015,2021,"G",140.437753246753
"442",17015,2021,"G25S",140.437753246753
"443",17015,2021,"G50S",140.394463203463
"444",17015,2021,"G75S",140.383268398268
"445",17015,2023,"G",290.756445887446
"446",17015,2023,"G25S",290.567238095238
"447",17015,2023,"G50S",290.37803030303
"448",17015,2023,"G75S",290.172774891775
"449",17015,2025,"G",266.854770562771
"450",17015,2025,"G25S",266.914108225108
"451",17015,2025,"G50S",266.995835497835
"452",17015,2025,"G75S",267.116
"453",17015,2027,"G",258.209445887446
"454",17015,2027,"G25S",258.427385281385
"455",17015,2027,"G50S",258.509112554113
"456",17015,2027,"G75S",258.759147186147
"457",17015,2029,"G",201.21361038961
"458",17015,2029,"G25S",201.088593073593
"459",17015,2029,"G50S",201.088593073593
"460",17015,2029,"G75S",201.045303030303
"461",17015,2031,"G",255.285852813853
"462",17015,2031,"G25S",255.21532034632
"463",17015,2031,"G50S",255.117545454545
"464",17015,2031,"G75S",255.047012987013
"465",17015,2033,"G",173.59196969697
"466",17015,2033,"G25S",173.700939393939
"467",17015,2033,"G50S",173.771471861472
"468",17015,2033,"G75S",173.907683982684
"469",17015,2035,"G",189.139822510822
"470",17015,2035,"G25S",189.292082251082
"471",17015,2035,"G50S",189.444341991342
"472",17015,2035,"G75S",189.694376623377
"473",17015,2037,"G",333.187800865801
"474",17015,2037,"G25S",333.295281385281
"475",17015,2037,"G50S",333.588606060606
"476",17015,2037,"G75S",333.707281385281
"477",17015,2039,"G",302.454848484848
"478",17015,2039,"G25S",302.292883116883
"479",17015,2039,"G50S",302.228692640693
"480",17015,2039,"G75S",302.110017316017
"481",17017,2011,"G",242.131428571429
"482",17017,2011,"G25S",242.131428571429
"483",17017,2011,"G50S",242.131428571429
"484",17017,2011,"G75S",242.097748917749
"485",17017,2013,"G",104.5970995671
"486",17017,2013,"G25S",104.630779220779
"487",17017,2013,"G50S",104.5970995671
"488",17017,2013,"G75S",104.5970995671
"489",17017,2015,"G",269.295411255411
"490",17017,2015,"G25S",269.285800865801
"491",17017,2015,"G50S",269.170865800866
"492",17017,2015,"G75S",269.127575757576
"493",17017,2017,"G",158.540303030303
"494",17017,2017,"G25S",158.578268398268
"495",17017,2017,"G50S",158.649913419913
"496",17017,2017,"G75S",158.918311688312
"497",17017,2019,"G",139.656666666667
"498",17017,2019,"G25S",139.732597402597
"499",17017,2019,"G50S",139.834242424242
"500",17017,2019,"G75S",140.002640692641
"501",17017,2021,"G",158.335367965368
"502",17017,2021,"G25S",158.503766233766
"503",17017,2021,"G50S",158.508051948052
"504",17017,2021,"G75S",158.508051948052
"505",17017,2023,"G",288.130173160173
"506",17017,2023,"G25S",287.816493506493
"507",17017,2023,"G50S",287.441341991342
"508",17017,2023,"G75S",286.993506493507
"509",17017,2025,"G",272.850952380952
"510",17017,2025,"G25S",272.769220779221
"511",17017,2025,"G50S",272.716883116883
"512",17017,2025,"G75S",272.73619047619
"513",17017,2027,"G",176.985454545455
"514",17017,2027,"G25S",177.019134199134
"515",17017,2027,"G50S",177.019134199134
"516",17017,2027,"G75S",176.985454545455
"517",17017,2029,"G",148.660562770563
"518",17017,2029,"G25S",148.593203463203
"519",17017,2029,"G50S",148.593203463203
"520",17017,2029,"G75S",148.626883116883
"521",17017,2031,"G",187.328528138528
"522",17017,2031,"G25S",187.174588744589
"523",17017,2031,"G50S",187.045757575758
"524",17017,2031,"G75S",186.915887445887
"525",17017,2033,"G",194.935064935065
"526",17017,2033,"G25S",194.958095238095
"527",17017,2033,"G50S",195.034588744589
"528",17017,2033,"G75S",195.072077922078
"529",17017,2035,"G",110.880346320346
"530",17017,2035,"G25S",110.880346320346
"531",17017,2035,"G50S",110.931168831169
"532",17017,2035,"G75S",110.93974025974
"533",17017,2037,"G",171.135541125541
"534",17017,2037,"G25S",171.232294372294
"535",17017,2037,"G50S",171.328008658009
"536",17017,2037,"G75S",171.492121212121
"537",17017,2039,"G",355.643246753247
"538",17017,2039,"G25S",355.244588744589
"539",17017,2039,"G50S",354.661558441558
"540",17017,2039,"G75S",353.900606060606
"541",17019,2011,"G",249.690562770563
"542",17019,2011,"G25S",249.690562770563
"543",17019,2011,"G50S",249.690562770563
"544",17019,2011,"G75S",249.690562770563
"545",17019,2013,"G",214.757662337662
"546",17019,2013,"G25S",214.757662337662
"547",17019,2013,"G50S",214.77367965368
"548",17019,2013,"G75S",214.78329004329
"549",17019,2015,"G",273.474891774892
"550",17019,2015,"G25S",273.474891774892
"551",17019,2015,"G50S",273.471688311688
"552",17019,2015,"G75S",273.474891774892
"553",17019,2017,"G",246.17012987013
"554",17019,2017,"G25S",246.199220779221
"555",17019,2017,"G50S",246.199220779221
"556",17019,2017,"G75S",246.208831168831
"557",17019,2019,"G",201.241125541126
"558",17019,2019,"G25S",201.241125541126
"559",17019,2019,"G50S",201.361125541126
"560",17019,2019,"G75S",201.388138528139
"561",17019,2021,"G",144.696017316017
"562",17019,2021,"G25S",144.747272727273
"563",17019,2021,"G50S",144.79670995671
"564",17019,2021,"G75S",144.846147186147
"565",17019,2023,"G",288.005454545455
"566",17019,2023,"G25S",287.979567099567
"567",17019,2023,"G50S",287.965367965368
"568",17019,2023,"G75S",287.939480519481
"569",17019,2025,"G",233.906147186147
"570",17019,2025,"G25S",233.936363636364
"571",17019,2025,"G50S",233.977575757576
"572",17019,2025,"G75S",234.012380952381
"573",17019,2027,"G",232.818787878788
"574",17019,2027,"G25S",232.821991341991
"575",17019,2027,"G50S",232.863203463203
"576",17019,2027,"G75S",232.880606060606
"577",17019,2029,"G",190.458961038961
"578",17019,2029,"G25S",190.452554112554
"579",17019,2029,"G50S",190.446147186147
"580",17019,2029,"G75S",190.431948051948
"581",17019,2031,"G",247.820346320346
"582",17019,2031,"G25S",247.875757575758
"583",17019,2031,"G50S",247.905974025974
"584",17019,2031,"G75S",247.923376623377
"585",17019,2033,"G",311.630822510822
"586",17019,2033,"G25S",311.645021645022
"587",17019,2033,"G50S",311.645021645022
"588",17019,2033,"G75S",311.656017316017
"589",17019,2035,"G",246.850909090909
"590",17019,2035,"G25S",246.854112554113
"591",17019,2035,"G50S",246.843116883117
"592",17019,2035,"G75S",246.854112554113
"593",17019,2037,"G",202.505108225108
"594",17019,2037,"G25S",202.521125541126
"595",17019,2037,"G50S",202.578354978355
"596",17019,2037,"G75S",202.600779220779
"597",17019,2039,"G",329.475584415584
"598",17019,2039,"G25S",329.489783549784
"599",17019,2039,"G50S",329.492987012987
"600",17019,2039,"G75S",329.462510822511
"601",17021,2011,"G",226.113051948052
"602",17021,2011,"G25S",226.113051948052
"603",17021,2011,"G50S",226.113051948052
"604",17021,2011,"G75S",226.113051948052
"605",17021,2013,"G",139.512822510823
"606",17021,2013,"G25S",139.512822510823
"607",17021,2013,"G50S",139.518316017316
"608",17021,2013,"G75S",139.518316017316
"609",17021,2015,"G",252.124874458874
"610",17021,2015,"G25S",252.123043290043
"611",17021,2015,"G50S",252.121212121212
"612",17021,2015,"G75S",252.119380952381
"613",17021,2017,"G",224.048463203463
"614",17021,2017,"G25S",224.052125541126
"615",17021,2017,"G50S",224.053956709957
"616",17021,2017,"G75S",224.061281385281
"617",17021,2019,"G",142.397948051948
"618",17021,2019,"G25S",142.403441558442
"619",17021,2019,"G50S",142.405272727273
"620",17021,2019,"G75S",142.410766233766
"621",17021,2021,"G",191.109575757576
"622",17021,2021,"G25S",191.113238095238
"623",17021,2021,"G50S",191.122393939394
"624",17021,2021,"G75S",191.133380952381
"625",17021,2023,"G",279.81219047619
"626",17021,2023,"G25S",279.731103896104
"627",17021,2023,"G50S",279.689645021645
"628",17021,2023,"G75S",279.606727272727
"629",17021,2025,"G",238.124393939394
"630",17021,2025,"G25S",238.131718614719
"631",17021,2025,"G50S",238.146367965368
"632",17021,2025,"G75S",238.148199134199
"633",17021,2027,"G",192.60158008658
"634",17021,2027,"G25S",192.616229437229
"635",17021,2027,"G50S",192.614398268398
"636",17021,2027,"G75S",192.616229437229
"637",17021,2029,"G",131.155354978355
"638",17021,2029,"G25S",131.155354978355
"639",17021,2029,"G50S",131.159017316017
"640",17021,2029,"G75S",131.160848484848
"641",17021,2031,"G",174.252753246753
"642",17021,2031,"G25S",174.254584415584
"643",17021,2031,"G50S",174.254584415584
"644",17021,2031,"G75S",174.256415584416
"645",17021,2033,"G",229.299376623377
"646",17021,2033,"G25S",229.216458874459
"647",17021,2033,"G50S",229.137203463203
"648",17021,2033,"G75S",229.010995670996
"649",17021,2035,"G",190.618220779221
"650",17021,2035,"G25S",190.620051948052
"651",17021,2035,"G50S",190.621883116883
"652",17021,2035,"G75S",190.623714285714
"653",17021,2037,"G",201.935748917749
"654",17021,2037,"G25S",201.93758008658
"655",17021,2037,"G50S",201.943073593074
"656",17021,2037,"G75S",201.948567099567
"657",17021,2039,"G",318.743930735931
"658",17021,2039,"G25S",318.576264069264
"659",17021,2039,"G50S",318.408597402597
"660",17021,2039,"G75S",318.199471861472
"661",17023,2011,"G",205.79029004329
"662",17023,2011,"G25S",205.79029004329
"663",17023,2011,"G50S",205.79029004329
"664",17023,2011,"G75S",205.79029004329
"665",17023,2013,"G",158.799441558442
"666",17023,2013,"G25S",158.814004329004
"667",17023,2013,"G50S",158.814004329004
"668",17023,2013,"G75S",158.834883116883
"669",17023,2015,"G",212.117393939394
"670",17023,2015,"G25S",212.160683982684
"671",17023,2015,"G50S",212.204372294372
"672",17023,2015,"G75S",212.243675324675
"673",17023,2017,"G",211.107181818182
"674",17023,2017,"G25S",211.093017316017
"675",17023,2017,"G50S",211.080783549784
"676",17023,2017,"G75S",211.060303030303
"677",17023,2019,"G",215.315484848485
"678",17023,2019,"G25S",215.338294372294
"679",17023,2019,"G50S",215.340623376623
"680",17023,2019,"G75S",215.351199134199
